text_column,label_column,processed_text,numeric_label
"menang di pulau jawa , ppp yakin suara nya di 2019 terdongkrak",neutral,"['menang', 'pulau', 'jawa', 'ppp', 'suara', '2019', 'dongkrak']",1
gara gara lu nih telkomsel bini gua marah kalah,negative,"['gara', 'gara', 'lu', 'nih', 'telkomsel', 'bini', 'gua', 'marah', 'kalah']",0
"saya cukup sering makan di restoran ini di berbagai cabang-cabang nya di kota bandung . makanan di sini sangat enak . terutama beef spare ribs , bratwurst dan beberapa variasi kentang-kentang nya . bahkan secara keseluruhan baik semua steak di sini rasa cukup terjamin enak . hanya pelayanan dan servis ke pelanggan sangat perlu ditingkatkan .",positive,"['makan', 'restoran', 'cabang', 'cabang', 'kota', 'bandung', 'makan', 'enak', 'utama', 'beef', 'spare', 'ribs', 'bratwurst', 'variasi', 'kentang', 'kentang', 'baik', 'steak', 'jamin', 'enak', 'layan', 'servis', 'langgan', 'tingkat']",2
"ini adalah kunjungan saya yang kedua , setelah sebelumnya kurang lebih 4 tahun lalu . saya memesan bakmie yamin spesial dengan porsi yang lumayan besar . dengan minum harga nya rp . 70.000 , - mi nya cukup enak . tapi satu hal yang menjadikan restoran ini sangat tidak rekomendasi adalah , kebersihan nya . saat kami sedang makan , ada 2 orang staf membawa troli barang yang diatas nya ada sebuah panci besar berisi air kotor .",negative,"['kunjung', '4', 'mes', 'bakmie', 'yamin', 'spesial', 'porsi', 'lumayan', 'minum', 'harga', 'rp', '70', '000', 'mi', 'enak', 'restoran', 'tidak_rekomendasi', 'bersih', 'makan', '2', 'orang', 'staf', 'bawa', 'troli', 'barang', 'buah', 'panci', 'isi', 'air', 'kotor']",0
pt pos indonesia sangat berdedikasi dan saya bangga dengan nya,positive,"['pt', 'pos', 'indonesia', 'dedikasi', 'bangga']",2
"kopi nya enak , orang orang nya ramah . senang berada d sana yuk merapat ke kopi kelenteng",positive,"['kopi', 'enak', 'orang', 'orang', 'ramah', 'senang', 'd', 'yuk', 'rapat', 'kopi', 'kelenteng']",2
"bpjskesehatanri sebenarnya punya banyak karyawan busuk , hanya saja pegawai yang lain tidak melaporkan langsung ke pusat , dan atasan karyawan busuk itu tidak menindaklanjuti keluhan karyawan lain .",negative,"['bpjskesehatanri', 'karyawan', 'busuk', 'pegawai', 'tidak_lapor', 'langsung', 'pusat', 'karyawan', 'busuk', 'tidak_menindaklanjuti', 'keluh', 'karyawan']",0
"setelah beberapa tahun saya tidak pernah menginjak lembang , dan beberapa teman rekomendasi dusun bambu . maka saya mengajak teman saya yang berkunjung ke bandung . lokasi memang cukup jauh dan rute jalan yang sempit namun kami semua merasa senang bisa makan siang dan berisitirahat di dusun bambu . lembang memang memiliki keunggulan tersendiri dari udara yang segar dan dingin , makanan memang relatif cukup mantap .",positive,"['tidak_pernah', 'injak', 'lembang', 'teman', 'rekomendasi', 'dusun', 'bambu', 'ajak', 'teman', 'kunjung', 'bandung', 'lokasi', 'rute', 'jalan', 'sempit', 'senang', 'makan', 'siang', 'berisitirahat', 'dusun', 'bambu', 'lembang', 'milik', 'unggul', 'udara', 'segar', 'dingin', 'makan', 'relatif', 'mantap']",2
pakek telkomsel pengin marah terus hanya berbagi capture kurang dari 100 kb muteer terus berujung gagal . tetapi kalau dipompakan bilang nya jaringan tidak bermasalah .,negative,"['pakek', 'telkomsel', 'pengin', 'marah', 'capture', '100', 'kb', 'muteer', 'ujung', 'gagal', 'pompa', 'bilang', 'jaring', 'tidak_masalah']",0
"makanan di sini cukup enak dengan harga menengah ke atas , cuma disarankan saja minuman nya kurang variatif hanya ada softdrink dan minuman biasa seperti the manis dan lain . desain interior nya kurang menarik mata , mungkin kedepan nya seperti caf yang lainnya di bandung jika ingin menarik mata pengunjung bisa mendekorasi interior caf lebih menarik , agar tidak terlihat standar .",positive,"['makan', 'enak', 'harga', 'saran', 'minum', 'variatif', 'softdrink', 'minum', 'the', 'manis', 'desain', 'interior', 'tarik', 'mata', 'caf', 'bandung', 'tarik', 'mata', 'unjung', 'dekorasi', 'interior', 'caf', 'tarik', 'tidak_lihat', 'standar']",2
"restoran ini punya nama yang unik , balibu yang arti nya di bawah lima bulan , saat ditanya , petugas restauran mengatakan daging kambing yang menjadi khas nya restoran ini semua berusia di bawah lima bulan , sehingga dinamanakan baliu . lucu ya . sate kambing nya memang enak . variasi makanan nya banyak . ada gurame goreng , sop iga , aneka sayuran , etc. suasa nya tambah menarik dengan pondokan - pindakan tempat yang privat untuk makan .",positive,"['restoran', 'nama', 'unik', 'balibu', 'arti', 'tugas', 'restauran', 'daging', 'kambing', 'khas', 'restoran', 'usia', 'dinamanakan', 'baliu', 'lucu', 'ya', 'sate', 'kambing', 'enak', 'variasi', 'makan', 'gurame', 'goreng', 'sop', 'iga', 'aneka', 'sayur', 'etc', 'suasa', 'tarik', 'pondok', 'pinda', 'privat', 'makan']",2
"sebusuk-busuk nya pemimpin yang beragama islam , itu lebih layak dan lebih pantas daripada pemimpin non islam .",negative,"['busuk', 'busuk', 'pimpin', 'agama', 'islam', 'layak', 'pimpin', 'non', 'islam']",0
menikmati makan malam di bandung menyempatkan untuk mencicipi masakan kedai belacan . tempat yang cukup strategis dengan parkir yang bisa menampung bis rombongan kami . menu ayam bakar daun pisang menu yang layak untuk dipilih . cita rasa rempah yang kuat dipadu dengan aroma daun pembungkus pembakaran sangat nyaman di lidah . suasana makan malam dengan sajian life musik makin menambah nikmat santap malam .,positive,"['nikmat', 'makan', 'malam', 'bandung', 'cicip', 'masakan', 'kedai', 'belacan', 'strategis', 'parkir', 'tampung', 'bis', 'rombong', 'menu', 'ayam', 'bakar', 'daun', 'pisang', 'menu', 'layak', 'pilih', 'cita', 'rempah', 'kuat', 'padu', 'aroma', 'daun', 'bungkus', 'bakar', 'nyaman', 'lidah', 'suasana', 'makan', 'malam', 'saji', 'life', 'musik', 'nikmat', 'santap', 'malam']",2
tempat nya romantis . miliar saja nya kayu-kayu begitu . harga nya menengah ke atas . parkir nya luas . menu nya lumayan beragam . pemandangan nya kereen . sayang saya datang nya kemaleman jadi tidak bisa melihat galeri kayu nya . bisa gesek pakai kartu . mau foto-foto ? pelayan nya baik-baik kok membantu kita foto hai,positive,"['romantis', 'miliar', 'kayu', 'kayu', 'harga', 'parkir', 'luas', 'menu', 'lumayan', 'agam', 'pandang', 'kereen', 'sayang', 'maleman', 'tidak_bisa', 'lihat', 'galeri', 'kayu', 'gesek', 'pakai', 'kartu', 'foto', 'foto', 'layan', 'baik', 'baik', 'bantu', 'foto', 'hai']",2
"order eh enggak ada konfirmasi , ditunggu sampai 40 menit pun tiada kabar berita nya , giliran dinas bukan nya dibalas , eh malah dicancel , bukan masalah orderan nya sih , tetapi manner pak diriver nya",negative,"['order', 'eh', 'konfirmasi', 'tunggu', '40', 'menit', 'tiada', 'kabar', 'berita', 'gilir', 'dinas', 'tidak_nya', 'balas', 'eh', 'dicancel', 'tidak_masalah', 'order', 'manner', 'diriver']",0
"harga cukup terjangkau untuk ukuran mal istana plaza . menu mi ayam , dimsum , nasi lemak , seperti toast , kwetiaw . pelayanan cepat , tempat nyaman .",positive,"['harga', 'jangkau', 'ukur', 'mal', 'istana', 'plaza', 'menu', 'mi', 'ayam', 'dimsum', 'nasi', 'lemak', 'toast', 'kwetiaw', 'layan', 'cepat', 'nyaman']",2
harga nya sangat terjangkau dan menu makanan nya cukup kekinian . tempat makan nya di dekor dengan baik dan unik .,positive,"['harga', 'jangkau', 'menu', 'makan', 'makan', 'dekor', 'baik', 'unik']",2
setiap ke bandung pasti selalu mampir di aierra untuk makan steak sambil mwnikmati 0 emandangan kota bandung yang cantik . berlokasi di dago pakar resto ini mudah dicapai dan parkiran nya pun luas . cocok untuk acara pesta seperti pernikahan dan ulang tahun .,positive,"['bandung', 'mampir', 'aierra', 'makan', 'steak', 'mwnikmati', '0', 'emandangan', 'kota', 'bandung', 'cantik', 'lokasi', 'dago', 'pakar', 'resto', 'mudah', 'capai', 'parkir', 'luas', 'cocok', 'acara', 'pesta', 'nikah', 'ulang']",2
agama lo juga ada ajaran sesat ya !,negative,"['agama', 'lo', 'ajar', 'sesat', 'ya']",0
tempat yang strategis di dekat pusat pemerintahan provinsi jawa barat gedung sate . menu yang ditawarkan menu khas sunda . dengan piring seng zaman dahulu dan gelas minum teh yang zaman dahulu juga rasa makan di pedesaan tetapi suasana nya tidak mengampung . kalau sudah beberapa kali ke sana sepertinya bakal dosen soal nya itu-itu saja menu nya . kurang variatif . harga sih medium .,positive,"['strategis', 'pusat', 'perintah', 'provinsi', 'jawa', 'barat', 'gedung', 'sate', 'menu', 'tawar', 'menu', 'khas', 'sunda', 'piring', 'seng', 'zaman', 'gelas', 'minum', 'teh', 'zaman', 'makan', 'desa', 'suasana', 'tidak_kampung', 'kali', 'dosen', 'menu', 'variatif', 'harga', 'medium']",2
zaman say tidak terlalu banyak memberitakan beliau untuk hal-hal yang tidak penting . eneng sekali berita uwi yang tidak ada hubungan dengan kesejahteraan rakyat,negative,"['zaman', 'say', 'tidak_terlalu', 'berita', 'beliau', 'tidak_penting', 'eneng', 'berita', 'uwi', 'tidak_ada', 'hubung', 'sejahtera', 'rakyat']",0
"suasana di perkebunan strawbery lembang , juice stroberi original dengan rasa mantap . harga terjangkau , ada menu makanan sunda , cocok untuk bersantai",positive,"['suasana', 'kebun', 'strawbery', 'lembang', 'juice', 'stroberi', 'original', 'mantap', 'harga', 'jangkau', 'menu', 'makan', 'sunda', 'cocok', 'santa']",2
"pas ke sini sudah hampir larut malam . , tapi untung nya masih ada batagor yang tersisa hehe . , akhirnya dibungkus saja . dan memang sih ukuran nya besar sesuai dengan harga nya yang besar . , jadi makan 1 pieces saja sudah kenyang banget . sambal kacang nya cucok banget dengan batagor ini . saya lebih memilih batagor dibanding dengan siomay karena lebih digoreng dan garing saja , secara rasa kedua nya hampir . lanjutan",positive,"['pas', 'larut', 'malam', 'untung', 'batagor', 'sisa', 'hehe', 'bungkus', 'ukur', 'sesuai', 'harga', 'makan', '1', 'pieces', 'kenyang', 'banget', 'sambal', 'kacang', 'cucok', 'banget', 'batagor', 'pilih', 'batagor', 'banding', 'siomay', 'goreng', 'garing']",2
pemerintah bebaskan bea masuk produk palestina - siaran pers,neutral,"['perintah', 'bebas', 'bea', 'masuk', 'produk', 'palestina', 'siar', 'pers']",1
"ketika berlibur di bandung bersama keluarga kami rindu masakan jawa tengah , maka kami sepakat makan siang di ayam bakar wong solo , ternyata rasa ayam bakar nya sama seperti yang di semarang , yaitu gurih dan empuk sekali , salut deh !",positive,"['libur', 'bandung', 'keluarga', 'rindu', 'masakan', 'jawa', 'sepakat', 'makan', 'siang', 'ayam', 'bakar', 'solo', 'nyata', 'ayam', 'bakar', 'semarang', 'gurih', 'empuk', 'salut', 'deh']",2
"buat pecinta sambal harus banget ke sini , tempat nya sih begitu saja agak sempit jadi kurang nyaman . tapi sambel nya mantaps pedas banget . masakan nya ya sama seperti masakan sunda pada umum nya .",positive,"['cinta', 'sambal', 'banget', 'sempit', 'nyaman', 'sambel', 'mantaps', 'pedas', 'banget', 'masakan', 'ya', 'masakan', 'sunda']",2
menteri susi terima brevet kehormatan hiu kencana,neutral,"['menteri', 'sus', 'terima', 'brevet', 'hormat', 'hiu', 'kencana']",1
masakan restoran rata rata tidak enak,negative,"['masakan', 'restoran', 'tidak_enak']",0
tni ada kodam ix / udayana gelar perlombaan melukis dan pertandingan catur,neutral,"['tni', 'kodam', 'ix', 'udayana', 'gelar', 'lomba', 'luk', 'tanding', 'catur']",1
"oh salah ya oh ternyata ditanggap karena premanisme , pemaksaan dan terror , baguslah ditanggap , preman begitu , meresahkan masyarakat",negative,"['oh', 'salah', 'ya', 'oh', 'nyata', 'tanggap', 'preman', 'paksa', 'terror', 'bagus', 'tanggap', 'preman', 'resah', 'masyarakat']",0
memesan nasi goreng pete tapi pete nya tidak ada terus bumbu nasi nya hambar plus kerupuk aci nya melempem . memesan cireng rasanya asin . memesan sate ayam pedas banget . memesan tahu kriuk rasanya pahit .,negative,"['mes', 'nasi', 'goreng', 'pete', 'pete', 'tidak_ada', 'bumbu', 'nasi', 'hambar', 'plus', 'kerupuk', 'aci', 'melempem', 'mes', 'cireng', 'asin', 'mes', 'sate', 'ayam', 'pedas', 'banget', 'mes', 'kriuk', 'pahit']",0
"sebagai penutup akhir tahun 2015 , kami melakukan pertemuan dan sehabis rapat kami diajak makan malam di sini",positive,"['tutup', '2015', 'laku', 'temu', 'habis', 'rapat', 'ajak', 'makan', 'malam']",2
woi goblok . lgbt penyakit yang harus di musnahkan . itu kata islam .,negative,"['woi', 'goblok', 'lgbt', 'sakit', 'musnah', 'islam']",0
"dek usil protes ceramah politik di masjid . ini ceramah politik di gereja , kok tidak diprotes ? agama mu apa , ulir ?",negative,"['dek', 'usil', 'protes', 'ceramah', 'politik', 'masjid', 'ceramah', 'politik', 'gereja', 'tidak_protes', 'agama', 'mu', 'ulir']",0
"maksud lu hanya prabowo yang kuat ? oposisi gila kalian , demi kekuasaan tega mengintimidasi rakyat . daripada indonesia bubar kalian mati saja sana .",negative,"['maksud', 'lu', 'prabowo', 'kuat', 'oposisi', 'gila', 'kuasa', 'tega', 'intimidasi', 'rakyat', 'indonesia', 'bubar', 'mati']",0
yang membedakan restoran alas daun dengan restoran sunda lainnya adalah konsep restoran nya yang unik . mulai dari desain interior restoran nya sampai dengan penyajian makanan nya yang beralaskan daun pisang . selain itu makanan nya juga enak dan harga nya sangat terjangkau .,positive,"['beda', 'restoran', 'alas', 'daun', 'restoran', 'sunda', 'konsep', 'restoran', 'unik', 'desain', 'interior', 'restoran', 'saji', 'makan', 'alas', 'daun', 'pisang', 'makan', 'enak', 'harga', 'jangkau']",2
"makan di restauran ini , mantap banget . top . semua makanan nya enak-enak . ala untuk bisa makan - nya enak banget . ketagihan ketagihan lagi lagi dan lagi . apalagi teteh teteh dan aa aa di the restaurant - padma ramah-ramah , terutama teh diah yang sudah memberi kita bonus hitam kopi sama capuchino buatan a tisna yang super duper mantap . terima kasih banget , kita senang banget makan .",positive,"['makan', 'restauran', 'mantap', 'banget', 'top', 'makan', 'enak', 'enak', 'ala', 'makan', 'enak', 'banget', 'tagih', 'tagih', 'teteh', 'teteh', 'aa', 'aa', 'the', 'restaurant', 'padma', 'ramah', 'ramah', 'utama', 'teh', 'diah', 'bonus', 'hitam', 'kopi', 'capuchino', 'a', 'tisna', 'super', 'duper', 'mantap', 'terima', 'kasih', 'banget', 'senang', 'banget', 'makan']",2
"menuju ke sana agak macet karena bertepatan dengan liburan , tapi setelah sampai capek hilang , pemandangan nya bagus , ada restoran unik berbentuk sangkar burung di atas pohon . untuk rasa makanan biasa saja , harga juga standart resto dan kafe-kafe , cocok untuk keluarga yang ingin bersantai dan menikmati situasi baru",positive,"['tuju', 'macet', 'libur', 'capek', 'hilang', 'pandang', 'bagus', 'restoran', 'unik', 'bentuk', 'sangkar', 'burung', 'pohon', 'makan', 'harga', 'standart', 'resto', 'kafe', 'kafe', 'cocok', 'keluarga', 'santa', 'nikmat', 'situasi']",2
"shalom ! ada yang sudah pernah bertemu muhammad atu allah swt dalam mimpi ? kalau kristian bertemu jesus sudah ada ya saya sendiri . ateis , buddha , hindu , bahkan islam semua pernah dijamah jesus bila buka hati . di youtube banyak . tapi saya tidak pernah dengar ada manusia dijamah muhammad atau allah . banyak orang itu mualaf karena mau kawin atau poligami . tapi mau murtad takut .",negative,"['shalom', 'temu', 'muhammad', 'atu', 'allah', 'swt', 'mimpi', 'kristian', 'temu', 'jesus', 'ya', 'ateis', 'buddha', 'hindu', 'islam', 'jamah', 'jesus', 'buka', 'hati', 'youtube', 'tidak_pernah', 'dengar', 'manusia', 'jamah', 'muhammad', 'allah', 'orang', 'mualaf', 'kawin', 'poligami', 'murtad', 'takut']",0
"ya bisa dibilang sering sih ke kafe asix , karena lokasi nya yang dekat rumah , ditambah makanan nya variatif dan enak , terutama pizza nya . terbaik !",positive,"['ya', 'bilang', 'kafe', 'asix', 'lokasi', 'rumah', 'makan', 'variatif', 'enak', 'utama', 'pizza', 'baik']",2
"terletak di daerah dago , kafe ini menjadi pilihan keluarga karena ada tempat permainan flying fox mini sehingga anak-anak betah bermain di sana . opsi menu dan rasapun tidak mengecewakan .",positive,"['letak', 'daerah', 'dago', 'kafe', 'pilih', 'keluarga', 'main', 'flying', 'fox', 'mini', 'anak', 'anak', 'betah', 'main', 'opsi', 'menu', 'tidak_kecewa']",2
"tukar poin telkomsel mu , kirim bukti nya dengan blanjatanpabeban .",neutral,"['tukar', 'poin', 'telkomsel', 'mu', 'kirim', 'bukti', 'blanjatanpabeban']",1
pemandangan nya lumayan bagus buat foto foto tapi jauh dari jalan jadi susah ke mana mana . ramai pula . jadi kemarin ke sana cuma foto doang penuh tidak jadi makan .,positive,"['pandang', 'lumayan', 'bagus', 'foto', 'foto', 'jalan', 'susah', 'ramai', 'kemarin', 'foto', 'doang', 'penuh', 'tidak_jadi', 'makan']",2
"istri nya itu sudah muak , melihat muka babi ahog saja ingin muntah . mana pernah juga vero mengunjungi kandang babi ahog",negative,"['istri', 'muak', 'lihat', 'muka', 'babi', 'ahog', 'muntah', 'vero', 'unjung', 'kandang', 'babi', 'ahog']",0
"makan malam di restoran ini memberikan sensasi yang sangat luar biasa sekali , selain dari makanan nya yang enak , tempat nya yang unik dengan memberikan konsep natural , dan mengedepankan alam , memberikan hembusan angin yang segar , sehingga stres saya terasa hilang sangat direkomendasikan sekali .",positive,"['makan', 'malam', 'restoran', 'sensasi', 'makan', 'enak', 'unik', 'konsep', 'natural', 'alam', 'hembus', 'angin', 'segar', 'stres', 'asa', 'hilang', 'rekomendasi']",2
mantap deh kalau makan di sini menu sunda ada semua deh tidak akan menyesal makan di sini . dan buat yang bawa anak juga tidak repot ada ayunan di dekat rumah makan jadi saya akan datang lagi kalau ke bandung .,positive,"['mantap', 'deh', 'makan', 'menu', 'sunda', 'deh', 'tidak_akan', 'sesal', 'makan', 'bawa', 'anak', 'tidak_repot', 'ayun', 'rumah', 'makan', 'bandung']",2
"tempat nya tampak kecil dari depan . tapi memanjang ke dalam . bukan hanya tempat minum , la baraga menyediakan berbagai menu makan malam lezat dan indah dipandang . penyajian nya maupun rasanya sangat membekas di ingatan . ditambah dengan staf yang sangat ramah dan perhatian . malam biasanya ada live band . tempat nya pun nyaman dan pribadi untuk bercengkrama maupun sekadar menikmati malam .",positive,"['tidak_hanya', 'minum', 'la', 'baraga', 'sedia', 'menu', 'makan', 'malam', 'lezat', 'indah', 'pandang', 'saji', 'bekas', 'staf', 'ramah', 'perhati', 'malam', 'live', 'band', 'nyaman', 'pribadi', 'bercengkrama', 'nikmat', 'malam']",2
"bukan hanya goblok . kalau goblok masih bisa di pinterkan , tapi sudah goblok sengkek nya seperti israel . tapi maklumlah , gaya kolonial .",negative,"['tidak_hanya', 'goblok', 'goblok', 'pinterkan', 'goblok', 'sengkek', 'israel', 'maklum', 'gaya', 'kolonial']",0
"ya full harmony condition , serasa bernostalgia namun modern tapi classic juga , pokok nya nano nano deh . asik",positive,"['ya', 'full', 'harmony', 'condition', 'serasa', 'nostalgia', 'modern', 'classic', 'pokok', 'nano', 'nano', 'deh', 'asik']",2
"pertama kali ke sini the bagus bgtu masuk suasana nya nyaman sejuk , beruntung nya saya dapat tempat di depan air terjun . makanan juga enak , saya pesan iga , nasi rawon , pisang goreng , tahu goreng , bandrek , wedang dari semua makanan yang saya pesan , semua enak .",positive,"['kali', 'the', 'bagus', 'bgtu', 'masuk', 'suasana', 'nyaman', 'sejuk', 'untung', 'air', 'terjun', 'makan', 'enak', 'pesan', 'iga', 'nasi', 'rawon', 'pisang', 'goreng', 'goreng', 'bandrek', 'wedang', 'makan', 'pesan', 'enak']",2
mau cari tempat di luar ya di sini pasal pas banget pilihan makaanan cukup banyak hanya saja agak ribet kalau pesan banyak dan tidak di satu kios karena pasti menunggu pembayaran dulu harga cukup lumayan tapi paslah,positive,"['cari', 'ya', 'pasal', 'pas', 'banget', 'pilih', 'makaanan', 'ribet', 'pesan', 'tidak_di', 'kios', 'tunggu', 'bayar', 'harga', 'lumayan', 'pas']",2
"kedai kopi unik di kota bandung , menawarkan sensasi minum kopi dan makan di tengah kolam renang . tempat nya bagus dan sangat instagenic",positive,"['kedai', 'kopi', 'unik', 'kota', 'bandung', 'tawar', 'sensasi', 'minum', 'kopi', 'makan', 'kolam', 'renang', 'bagus', 'instagenic']",2
"minggu lalu saya makan nasi goreng brandal . rasanya enak banget apalagi pakai tambahan telur ceplok , kikil plus krupuk . minum nya es teh jumbo haha",positive,"['minggu', 'makan', 'nasi', 'goreng', 'brandal', 'enak', 'banget', 'pakai', 'telur', 'ceplok', 'kikil', 'plus', 'krupuk', 'minum', 'es', 'teh', 'jumbo', 'haha']",2
"seafood beraneka macam , boleh coba gurame goreng garing dan cumi telor asin , hanya saja meskipun harga kaki lima tapi rasa agak kurang enak dan makanan bukan segar seafood",negative,"['seafood', 'aneka', 'coba', 'gurame', 'goreng', 'garing', 'cumi', 'telor', 'asin', 'harga', 'kaki', 'enak', 'makan', 'tidak_segar', 'seafood']",0
"posisi kafe berada di per umpatan jalan , yang kalau dari arah jalan gatot subroto sebelah kanan , tempat nya tidak terlalu luas tapi nyaman dengan pepohonan yang masih rimbun di sekitar kafe menambah adem nya suasana kafe . dibagian depan juga disediakan play ground untuk bermain anak-anak pengunjung . pas saya datang ke sana memesan sop buntut , tumis kangkung dan kerang , sop buntut porsi nya pas",positive,"['posisi', 'kafe', 'umpat', 'jalan', 'arah', 'jalan', 'gatot', 'subroto', 'belah', 'kanan', 'tidak_terlalu', 'luas', 'nyaman', 'pohon', 'rimbun', 'kafe', 'adem', 'suasana', 'kafe', 'sedia', 'play', 'ground', 'main', 'anak', 'anak', 'unjung', 'pas', 'mes', 'sop', 'buntut', 'tumis', 'kangkung', 'kerang', 'sop', 'buntut', 'porsi', 'pas']",2
"makanan di sini halal , menyediakan ayam dan bebek saja . chasiw , daging merah manis disubsitusi dengan ayam merah . hal ini menyebabkan rasanya kurang sedap . secara kesulurhan tempat ini sangat pas bagi yang ingin cari praktis , dan siap saji .",positive,"['makan', 'halal', 'sedia', 'ayam', 'bebek', 'chasiw', 'daging', 'merah', 'manis', 'disubsitusi', 'ayam', 'merah', 'sedap', 'kesulurhan', 'pas', 'cari', 'praktis', 'saji']",2
menyalahi konstitusi mana ada di dpr fraksi independent ? itu hanya akal-akalan fahri hamzah takut jadi pengangguran,negative,"['salah', 'konstitusi', 'dpr', 'fraksi', 'independent', 'akal', 'akal', 'fahri', 'hamzah', 'takut', 'anggur']",0
"kafe dari zaman waktu kuliah tahun 70 an sampai sekarang masih punya citra rasa tersendiri , zaman dulu kafe tidak bertebaran seperti sekarang , waktu itu kafe ini terkenal mahal jadi tidak setiap minggu bisa ke kafe ini . mungkin sebulan sekali , sampai sekarang kafe ini tidak pernah ikut promosi diskon diskon seperti kafe lain . sampai sekarang tetap langgeng dan tidak sepi pengunjung .",positive,"['kafe', 'zaman', 'kuliah', '70', 'an', 'citra', 'zaman', 'kafe', 'tidak_tebar', 'kafe', 'kenal', 'mahal', 'tidak_tiap', 'minggu', 'kafe', 'kafe', 'tidak_pernah', 'promosi', 'diskon', 'diskon', 'kafe', 'langgeng', 'tidak_sepi', 'unjung']",2
menyesal pakai pasca bayar limit menelepon ternyata 100.000 dan sekarang tidak bisa menelepon sampai minggu depan . super konyol !,negative,"['sesal', 'pakai', 'pasca', 'bayar', 'limit', 'telepon', 'nyata', '100', '000', 'tidak_bisa', 'telepon', 'minggu', 'super', 'konyol']",0
"dusun bambu tempat yang cocok untuk kumpul jauh dari keramaian kota . sejauh ini tempat cukup bagus dan tata ruang nya juga bagus . tapi yang sangat kami sayang kan , saya dan teman teman tidak bisa menikmati makan siang kami di fine dinning yang berada tepat seberang danau . dan juga di pasar khatulistiwa terlalu ramai dan kami anggap kurang nyaman .",positive,"['dusun', 'bambu', 'cocok', 'kumpul', 'ramai', 'kota', 'bagus', 'tata', 'ruang', 'bagus', 'sayang', 'teman', 'teman', 'tidak_bisa', 'nikmat', 'makan', 'siang', 'fine', 'dinning', 'seberang', 'danau', 'pasar', 'khatulistiwa', 'ramai', 'anggap', 'nyaman']",2
"saya ke sini minggu siang . masih sepi , memilih tempat duduk di atas yang menghadap selatan plus duduk di sofa . makanan sih biasalah , standar kafe-kafe di bandung . tapi untuk tempat dan suasana memang mantap . harga pun standar kafe . kalau agak malam sedikit mungkin akan jadi lebih romantis . , kafe ini menang di tempat dan suasana .",positive,"['minggu', 'siang', 'sepi', 'pilih', 'duduk', 'hadap', 'selatan', 'plus', 'duduk', 'sofa', 'makan', 'standar', 'kafe', 'kafe', 'bandung', 'suasana', 'mantap', 'harga', 'standar', 'kafe', 'malam', 'romantis', 'kafe', 'menang', 'suasana']",2
"kenapa sih kamera depan handphone asus jelek banget hasil nya , masih mending xiaomi kemana mana",negative,"['kamera', 'handphone', 'asus', 'jelek', 'banget', 'hasil', 'mending', 'xiaomi']",0
wah program jokowi tidak sepadang dengan sby,negative,"['program', 'jokowi', 'tidak_padang', 'sby']",0
"gojek tidak benar banget sih rekrutmen pegawai nya , driver nya tidak tahu jalan semua ini",negative,"['gojek', 'tidak_benar', 'banget', 'rekrutmen', 'pegawai', 'driver', 'tidak_tahu', 'jalan']",0
pak say setahu gue orang yang amat sangat tidak low profile .,negative,"['say', 'gue', 'orang', 'tidak_low', 'profile']",0
"area makan di luar nya menyenangkan . iga nya oke , rasanya enak . jus orange plus stroberi nya nikmat . harga nya pun oke .",positive,"['area', 'makan', 'senang', 'iga', 'oke', 'enak', 'jus', 'orange', 'plus', 'stroberi', 'nikmat', 'harga', 'oke']",2
"bakso arief adalah salah satu bakso yang masuk katagori enak menurut saya . selain itu kita dapat mi nya dan cocok bakso sesuai dengan kesukaan kita ! bakso goreng nya itu loh , nikmat !",positive,"['bakso', 'arief', 'salah', 'bakso', 'masuk', 'katagori', 'enak', 'mi', 'cocok', 'bakso', 'sesuai', 'suka', 'bakso', 'goreng', 'loh', 'nikmat']",2
"harga relative , tapi menurut saya cukup mahal dan enak , suasana menyenangkan tapi pemandangan agak kurang karena resto hanya 1 lantai , jadi pemandangan kurang maksimal . but secara keseluruhan baik baguslah",positive,"['harga', 'relative', 'mahal', 'enak', 'suasana', 'senang', 'pandang', 'resto', '1', 'lantai', 'pandang', 'maksimal', 'but', 'baik', 'bagus']",2
"baik , mohon maaf buat manejemen nya ya . berawal dari jalan-jalan ke bandung dan mampir ke sini . hal pertama adalah penyambutan . iya kami tidak ada yang menyambut sehingga kami kira langsung duduk bisa , ternyata kami salah . ketika akan duduk di kursi yang kami tuju , ada pelayan yang tanya sudah pesan tempat duduk ? lalu saya pun bertanya , di mana ? dia jawab di depan . yowis .",neutral,"['baik', 'mohon', 'maaf', 'manejemen', 'ya', 'jalan', 'jalan', 'bandung', 'mampir', 'sambut', 'iya', 'tidak_ada', 'sambut', 'langsung', 'duduk', 'nyata', 'salah', 'duduk', 'kursi', 'tuju', 'layan', 'pesan', 'duduk', 'yowis']",1
"banyak variasi menu makanan dan minuman sehingga bisa memenuhi seluruh keinginan keluarga , namun suasana nya terlalu ramai sehingga kurang nyaman",positive,"['variasi', 'menu', 'makan', 'minum', 'penuh', 'keluarga', 'suasana', 'ramai', 'nyaman']",2
makan makanan sunda ditemani dengan pemandangan hijau beserta air terjun mini . untuk makan di sini pasti nya harus antre dulu jadi harus bersabar .,positive,"['makan', 'makan', 'sunda', 'tani', 'pandang', 'hijau', 'air', 'terjun', 'mini', 'makan', 'antre', 'sabar']",2
"tidak akan ada yang milih lagi , lu pikir umat sekarang masih bisa ditipu ?",negative,"['tidak_akan', 'milih', 'lu', 'pikir', 'umat', 'tipu']",0
